Company(Maker-if known), Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Middlebury,Oko Caribe,1490.0,2015.0,75%,U.S.A.,3.75,,Dominican Republic
Middlebury,"Patanemo, Epoch, Donaldo",1490.0,2015.0,75%,U.S.A.,3.75,,Venezuela
Middlebury,Kokoa Kamili,1538.0,2015.0,75%,U.S.A.,3.25,,Tanzania
Middlebury,"Matagalpa, Cacao Bisiesto",1538.0,2015.0,70%,U.S.A.,3.5,,Nicaragua
Middlebury,La Red,1117.0,2013.0,75%,U.S.A.,2.5,,Dominican Republic
Middlebury,Belize,1117.0,2013.0,80%,U.S.A.,3.25,Trinitario,Belize
Middlebury,Houseblend,887.0,2012.0,65%,U.S.A.,1.5,,
Middlebury,Alto Beni,887.0,2012.0,75%,U.S.A.,2.0,Criollo,Bolivia
Middlebury,"Balinese, Java",887.0,2012.0,70%,U.S.A.,2.5,Criollo,Indonesia
Millcreek Cacao Roasters,Ecuador,1073.0,2013.0,70%,U.S.A.,2.5,Forastero (Nacional),Ecuador
Millcreek Cacao Roasters,Ecuador,825.0,2012.0,70%,U.S.A.,3.5,,Ecuador
Mindo,Ecuador,607.0,2010.0,67%,U.S.A.,2.75,,Ecuador
Mindo,Ecuador,607.0,2010.0,77%,U.S.A.,2.75,,Ecuador
Minimal,"Acul-du-Nord, 2015",1920.0,2016.0,70%,Japan,3.5,"Criollo, Trinitario",Haiti
Mission,"Fazenda Camboa, Bahia",1880.0,2016.0,75%,Brazil,3.75,,Brazil
Mission,"Bahia, Fazenda Venturosa",1626.0,2015.0,70%,Brazil,3.5,Forastero (Parazinho),Brazil
Mita,Tumaco,955.0,2012.0,65%,Colombia,2.5,,Colombia
Moho,"Toledo District, w/ nibs",1026.0,2013.0,73%,U.S.A.,3.25,Trinitario,Belize
Moho,Toledo District,1030.0,2013.0,72%,U.S.A.,3.0,Trinitario,Belize
Moho,"Umoho R., Toledo District, San Felipe",607.0,2010.0,67%,U.S.A.,2.75,Trinitario,Belize
Molucca,La Red,1614.0,2015.0,70%,U.S.A.,3.0,,Domincan Republic
Molucca,Indonesia,1618.0,2015.0,70%,U.S.A.,2.75,,Indonesia
Molucca,Peru,1618.0,2015.0,70%,U.S.A.,3.25,,Peru
Momotombo,Matagalpa,661.0,2011.0,70%,Nicaragua,2.75,,Nicaragua
Momotombo,Mombacho,661.0,2011.0,70%,Nicaragua,2.75,,Nicaragua
Momotombo,Oscuro,772.0,2011.0,70%,Nicaragua,3.25,,Nicaragua
Monarque,Oko Caribe,1812.0,2016.0,72%,Canada,3.5,,Dominican Republic
Monsieur Truffe,Papaua New Guinea,1391.0,2014.0,70%,Australia,3.25,,Papua New Guinea
Montecristi,Manabi,1654.0,2015.0,70%,Ecuador,3.25,,Ecuador
Montecristi,Manabi,1654.0,2015.0,63%,Ecuador,3.5,,Ecuador
Montecristi,Manabi,1658.0,2015.0,85%,Ecuador,3.5,,Ecuador
Muchomas (Mesocacao),Nicaragua,1462.0,2015.0,70%,U.S.A.,3.5,,Nicaragua
Muchomas (Mesocacao),Nicaragua,1462.0,2015.0,80%,U.S.A.,3.5,,Nicaragua
Mutari,"Kokoa Kamili, batch 1 SRB",1896.0,2016.0,68%,U.S.A.,2.75,,Tanzania
Mutari,"Oko Caribe, batch 1 SRB",1896.0,2016.0,71%,U.S.A.,2.75,,Domincan Republic
Mutari,"Ambanja, batch 1 SRB",1900.0,2016.0,68%,U.S.A.,2.75,,Madagascar
Mutari,"Tien Giang, batch 1 SRB",1900.0,2016.0,80%,U.S.A.,3.0,Trinitario,Vietnam
Nahua,"Costa Rica, Oscuro",1049.0,2013.0,58%,Costa Rica,2.5,,Costa Rica
Nahua,"Costa Rica, Oscuro",1049.0,2013.0,70%,Costa Rica,3.0,,Costa Rica
Naive,Trinidad & Tobago,1046.0,2013.0,70%,Lithuania,3.75,,"Trinidad, Tobago"
Naive,"Maranon Canyon, Fortunato No. 4",1133.0,2013.0,78%,Lithuania,3.75,Forastero (Nacional),Peru
Naive,Grenada,867.0,2012.0,71%,Lithuania,2.5,Trinitario,Grenada
Na�ve,Nicaragua,1379.0,2014.0,70%,Lithuania,3.25,Criollo,Nicaragua
Na�ve,Chuao,1399.0,2014.0,75%,Lithuania,2.75,Trinitario,Venezuela
Na�ve,Barinas,1399.0,2014.0,70%,Lithuania,3.0,,Venezuela
Nanea,Criollo Blend,1007.0,2013.0,85%,U.S.A.,3.5,,Hawaii
Nathan Miller,Peru,1403.0,2014.0,72%,U.S.A.,2.25,,Peru
Nathan Miller,Hispaniola,1403.0,2014.0,70%,U.S.A.,2.5,,Dominican Republic
Nathan Miller,Madagascar,1403.0,2014.0,73.5%,U.S.A.,2.5,Trinitario,Madagascar
Nathan Miller,Ghana,1403.0,2014.0,70%,U.S.A.,3.5,Forastero,Ghana
Neuhaus (Callebaut),Papua New Guinea,531.0,2010.0,70%,Belgium,2.5,Criollo,Papua New Guinea
Neuhaus (Callebaut),Manickchand Estate,230.0,2008.0,67%,Belgium,3.75,Trinitario,Trinidad
Neuhaus (Callebaut),Dark,135.0,2007.0,73%,Belgium,1.0,,
Neuhaus (Callebaut),West Africa,15.0,2006.0,73%,Belgium,2.0,Forastero,West Africa
Neuhaus (Callebaut),Sao Tome,15.0,2006.0,75%,Belgium,2.75,Forastero,Sao Tome
Neuhaus (Callebaut),Ocumare,24.0,2006.0,71%,Belgium,3.0,Criollo,Venezuela
Nibble,Patanemo,1526.0,2015.0,72%,U.S.A.,2.25,Criollo,Venezuela
Nibble,Elvesia P.,1526.0,2015.0,72%,U.S.A.,2.75,Trinitario,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",1526.0,2015.0,72%,U.S.A.,3.0,Trinitario,Madagascar
Nibble,Tumbes,1526.0,2015.0,72%,U.S.A.,3.0,Criollo,Peru
Night Owl,Peru,1022.0,2013.0,75%,U.S.A.,2.75,,Peru
Night Owl,Ecuador,1022.0,2013.0,75%,U.S.A.,3.5,,Ecuador
Noble Bean aka Jerjobo,Ghana,1295.0,2014.0,75%,U.S.A.,3.0,Forastero,Ghana
Noble Bean aka Jerjobo,Moho Valley,1299.0,2014.0,75%,U.S.A.,3.0,Trinitario,Belize
Noble Bean aka Jerjobo,Maranon Canyon,1299.0,2014.0,75%,U.S.A.,3.25,Forastero (Nacional),Peru
Noir d' Ebine,Venezuela,837.0,2012.0,70%,U.S.A.,3.0,,Venezuela
Noir d' Ebine,Ecuador,841.0,2012.0,70%,U.S.A.,3.0,,Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",931.0,2012.0,70%,Nicaragua,3.0,,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935.0,2012.0,75%,Niacragua,2.75,,Nicaragua
Nova Monda,"Punta Galera, cacao Nacional, gold label",935.0,2012.0,80%,Nicaragua,3.25,Forastero (Nacional),Ecuador
Nuance,"Ghana, 2013",1454.0,2015.0,70%,U.S.A.,3.75,Forastero,Ghana
Nuance,"Ecuador, 2013",1458.0,2015.0,70%,U.S.A.,2.75,Trinitario,Ecuador
Nuance,"Canoabo, 2013",1458.0,2015.0,70%,U.S.A.,3.0,Criollo,Venezuela
Nuance,"Sambirano Valley, 2012",1458.0,2015.0,70%,U.S.A.,3.5,Trinitario,Madagascar
Nuance,La Red,1470.0,2015.0,70%,U.S.A.,3.75,,Dominican Republic
Nugali,Fazenda Leolinda,1876.0,2016.0,70%,Brazil,3.5,Trinitario (Scavina),Brazil
Oakland Chocolate Co.,Jamaica,478.0,2010.0,70%,U.S.A.,2.5,Trinitario,Jamaica
Obolo,Pangoa,1638.0,2015.0,70%,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",1638.0,2015.0,70%,Chile,3.75,Criollo,Peru
Ocelot,Virunga,1558.0,2015.0,70%,Scotland,3.75,Forastero,Congo
Ocelot,Piura,1558.0,2015.0,75%,Scotland,4.0,Criollo,Peru
Ocho,Sang Yum Coop,1760.0,2016.0,100%,New Zealand,2.75,,Samoa
Ocho,Sang Yum Coop,1760.0,2016.0,70%,New Zealand,3.5,,Samoa
Ocho,"PNG, Devotion",1411.0,2014.0,66%,New Zealand,2.75,,Papua New Guinea
Ocho,"PNG, Revolution",1411.0,2014.0,70%,New Zealand,3.0,,Papua New Guinea
Ocho,"PNG, Voodoo",1411.0,2014.0,88%,New Zealand,3.25,,Papua New Guinea
Ocho,"PNG, Nib Bar",1411.0,2014.0,74%,New Zealand,3.5,,Papua New Guinea
Ohiyo,"San Juan Estate, Gran Couva",1594.0,2015.0,70%,U.S.A.,2.75,Trinitario,Trinidad
Ohiyo,Tanzania,1598.0,2015.0,70%,U.S.A.,3.0,,Tanzania
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761.0,2011.0,70%,Germany,3.5,Criollo,Bolivia
Olive and Sinclair,Dominican Republic prototype,486.0,2010.0,72%,U.S.A.,3.0,,Dominican Republic
Olive and Sinclair,Ghana prototype,486.0,2010.0,72%,U.S.A.,3.0,Forastero,Ghana
Olive and Sinclair,Dark 67,457.0,2009.0,67%,U.S.A.,2.75,,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 75,457.0,2009.0,75%,U.S.A.,3.0,,"Ghana, Domin. Rep"
Olivia,Carribean-Raw,688.0,2011.0,76%,Canada,2.0,,Carribean
Olivia,Carribean,688.0,2011.0,76%,Canada,2.75,,Carribean
Olivia,Carribean,688.0,2011.0,85%,Canada,2.75,,Carribean
Olivia,Carribean-Raw,688.0,2011.0,85%,Canada,3.0,,Carribean
Omanhene,Ghana,693.0,2011.0,80%,Ghana,2.75,Forastero,Ghana
Omnom,"Kakao Kamili, Kilombero Valley",1816.0,2016.0,70%,Iceland,3.75,Trinitario,Tanzania
Omnom,Papua New Guinea,1247.0,2014.0,70%,Iceland,3.0,,Papua New Guinea
Omnom,Madagascar,1247.0,2014.0,66%,Iceland,3.5,Trinitario,Madagascar
organicfair,Maya Mountain,1161.0,2013.0,74%,Canada,2.75,Trinitario,Belize
organicfair,La Red,1165.0,2013.0,72%,Canada,2.75,,Dominican Republic
organicfair,Nicaraqua,1165.0,2013.0,72%,Canada,2.75,Trinitario,Nicaragua
organicfair,Caribe,1165.0,2013.0,72%,Canada,3.0,,Dominican Republic
organicfair,Mindo,1165.0,2013.0,72%,Canada,3.0,Trinitario,Ecuador
Original Beans (Felchlin),Papua Kerafat,1438.0,2014.0,68%,Switzerland,2.75,,Papua New Guinea
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442.0,2014.0,80%,Switzerland,3.25,Blend,
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733.0,2011.0,66%,Switzerland,3.75,,Bolivia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331.0,2009.0,70%,Switzerland,3.0,Forastero,Congo
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341.0,2009.0,75%,Switzerland,3.0,Criollo,Peru
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341.0,2009.0,68%,Switzerland,3.25,,Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316.0,2009.0,60%,U.S.A.,3.0,Criollo,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24.0,2006.0,60%,U.S.A.,3.0,,Hawaii
Orquidea,Peru,859.0,2012.0,65%,Peru,3.0,,Peru
Orquidea,Peru,859.0,2012.0,72%,Peru,3.0,,Peru
Pacari,"Sierra Nevada, Tutu Iku",1848.0,2016.0,70%,Ecuador,4.0,,Colombia
Pacari,Garaua,1415.0,2014.0,70%,Ecuador,3.25,,Ecuador
Pacari,Cumbia,1415.0,2014.0,70%,Ecuador,3.5,,Ecuador
Pacari,Montubia,1415.0,2014.0,70%,Ecuador,3.75,,Ecuador
Pacari,Tangara,1415.0,2014.0,70%,Ecuador,4.0,,Ecuador
Pacari,"Ecuador, raw",817.0,2012.0,85%,Ecuador,2.75,,Ecuador
Pacari,Piura,863.0,2012.0,70%,Ecuador,4.0,,Peru
Pacari,Nube- prototype,721.0,2011.0,70%,Ecuador,3.5,,Ecuador
Pacari,Esmeraldas,224.0,2008.0,60%,Ecuador,2.5,Forastero (Arriba),Ecuador
Pacari,Manabi,224.0,2008.0,65%,Ecuador,2.75,Forastero (Arriba),Ecuador
Pacari,Los Rios,224.0,2008.0,72%,Ecuador,3.0,Forastero (Arriba),Ecuador
Pacari,Raw,266.0,2008.0,100%,Ecuador,2.0,Forastero (Arriba),Ecuador
Pacari,Raw,266.0,2008.0,70%,Ecuador,3.5,Forastero (Arriba),Ecuador
Palette de Bine,Lachua,1720.0,2016.0,70%,Canada,2.75,,Guatemala
Palette de Bine,Maya Mtn,1720.0,2016.0,72%,Canada,3.0,Trinitario,Belize
Palette de Bine,"Silvestre, La Paz, Beni",1570.0,2015.0,70%,Canada,3.25,,Bolivia
Palette de Bine,"San Juan Estate, Gran Couva",1570.0,2015.0,70%,Canada,3.25,Trinitario,Trinidad
Palette de Bine,Kokoa Kamili,1574.0,2015.0,72%,Canada,3.5,,Tanzania
Palette de Bine,Lam Dong,1574.0,2015.0,72%,Canada,3.75,Trinitario,Vietnam
Palette de Bine,"Alto Beni, Palos Blancos",1239.0,2014.0,72%,Canada,2.75,,Bolivia
Palette de Bine,Sambirano,1239.0,2014.0,78%,Canada,3.75,Trinitario,Madagascar
Palette de Bine,"Camino Verde P., Balao, Guayas",1303.0,2014.0,75%,Canada,2.75,,Ecuador
Palette de Bine,Duo- Gran Couva & Camino Verde,1399.0,2014.0,75%,Canada,3.5,Blend,"Trinidad, Ecuador"
Palette de Bine,Gran Couva,1399.0,2014.0,70%,Canada,3.75,Trinitario,Trinidad
Pangea,Matasawalevu,1860.0,2016.0,76%,Spain,3.0,,Fiji
Park 75,South America,1363.0,2014.0,65%,U.S.A.,3.5,,South America
Parliament,Kilombero Valley,1856.0,2016.0,70%,U.S.A.,3.25,,Tanzania
Parliament,"Lachua, Q'egchi families",1542.0,2015.0,70%,U.S.A.,3.5,,Guatemala
Parliament,Alto Beni,1251.0,2014.0,70%,U.S.A.,3.0,,Bolivia
Parliament,Oko Caribe,1255.0,2014.0,70%,U.S.A.,3.5,,Dominican Republic
Pascha,Peru,1137.0,2013.0,55%,Peru,2.5,,Peru
Pascha,Peru,1137.0,2013.0,70%,Peru,2.75,,Peru
Patric,Signature Blend,636.0,2011.0,70%,U.S.A.,3.75,Blend,
Patric,Madagascar,331.0,2009.0,75%,U.S.A.,4.0,Trinitario,Madagascar
Patric,Madagascar,439.0,2009.0,67%,U.S.A.,3.5,Trinitario,Madagascar
Patric,"Rio Caribe, Paria Penninsula",439.0,2009.0,70%,U.S.A.,3.5,Trinitario,Venezuela
Patric,Madagascar,196.0,2007.0,70%,U.S.A.,4.0,Trinitario,Madagascar
Patric,"Piura, Choc. Garage Exclusive",1034.0,2013.0,67%,U.S.A.,4.0,,Peru
Paul Young,"Madagascar, w/ shell",1271.0,2014.0,73%,U.K.,2.25,Trinitario,Madagascar
Paul Young,"Madagascar, w/ shell",1271.0,2014.0,64%,U.K.,2.75,Trinitario,Madagascar
Peppalo,Dominican Republic,1454.0,2015.0,82%,U.S.A.,3.0,,Dominican Republic
Pierre Marcolini,"Haut Penja, w/ nibs",1658.0,2015.0,70%,Belgium,3.25,Forastero,Cameroon
Pierre Marcolini,Chuao,478.0,2010.0,75%,Belgium,3.0,Criollo,Venezuela
Pierre Marcolini,Trinite,478.0,2010.0,75%,Belgium,3.25,Trinitario,Trinidad
Pierre Marcolini,"Baracoa, Cuba",516.0,2010.0,78%,Belgium,3.75,"Criollo, Forastero",Cuba
Pierre Marcolini,"Peru, Las Pampas P.",531.0,2010.0,85%,Belgium,3.0,Criollo,Peru
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414.0,2009.0,72%,Belgium,3.0,Forastero,Brazil
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445.0,2009.0,72%,Belgium,3.0,Criollo,Mexico
Pierre Marcolini,Cabosse,111.0,2007.0,70%,Belgium,4.0,Blend,"Venezuela, Java"
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129.0,2007.0,72%,Belgium,3.75,Forastero (Nacional),Ecuador
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141.0,2007.0,72%,Belgium,4.0,Trinitario,Madagascar
Pierre Marcolini,Fleur de Cacao,166.0,2007.0,85%,Belgium,3.5,Blend,Venezuela/ Ghana
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81.0,2006.0,72%,Belgium,4.0,Criollo,Mexico
Pierre Marcolini,"Kendem Lembu, Java",93.0,2006.0,72%,Belgium,3.0,Criollo,Indonesia
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93.0,2006.0,72%,Belgium,4.0,Criollo,Venezuela
Pinellas,Wampusirpi Region,1772.0,2016.0,80%,U.S.A.,2.5,,Honduras
Pitch Dark,Tenor,1506.0,2015.0,62%,U.S.A.,2.5,,Nicaragua
Pitch Dark,Johe,1506.0,2015.0,80%,U.S.A.,2.75,,Nicaragua
Pitch Dark,Chuno,1510.0,2015.0,80%,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pitch Dark,Nicalizo,1510.0,2015.0,80%,U.S.A.,2.75,Trinitario,Nicaragua
Pitch Dark,Rugoso,1510.0,2015.0,80%,U.S.A.,3.25,,Nicaragua
Pitch Dark,Akesson Estate,1311.0,2014.0,73%,U.S.A.,3.25,Trinitario,Madagascar
Pitch Dark,Namau Village,1315.0,2014.0,73%,U.S.A.,2.5,Trinitario,Fiji
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319.0,2014.0,73%,U.S.A.,3.25,,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319.0,2014.0,73%,U.S.A.,3.5,,Ecuador
Pomm (aka Dead Dog),"La Red, 2011",829.0,2012.0,76%,U.S.A.,2.5,,Dominican Republic
Pomm (aka Dead Dog),Peru,829.0,2012.0,82%,U.S.A.,2.75,Criollo,Peru
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820.0,2016.0,70%,U.S.A.,3.75,,Domincan Republic
Potomac,"Cuyagua, 2013",1387.0,2014.0,70%,U.S.A.,3.75,,Venezuela
Potomac,Upala w/ nibs,647.0,2011.0,70%,U.S.A.,3.5,Matina,Costa Rica
Potomac,"Upala, Batch 18",654.0,2011.0,70%,U.S.A.,3.0,Matina,Costa Rica
Potomac,"San Martin, Amazonian Highlands",789.0,2011.0,70%,U.S.A.,2.75,,Peru
Potomac,Bahia,789.0,2011.0,70%,U.S.A.,3.5,,Brazil
Potomac,"Upala, Batch 12",607.0,2010.0,82%,U.S.A.,3.75,Matina,Costa Rica
Pralus,Peru,1446.0,2015.0,75%,France,3.25,,Peru
Pralus,"Porcelana, S. of Lake Maracaibo",717.0,2011.0,75%,France,3.25,Criollo (Porcelana),Venezuela
Pralus,Chuao,486.0,2010.0,75%,France,3.5,Trinitario,Venezuela
Pralus,Cuyagua,451.0,2009.0,75%,France,2.0,,Venezuela
Pralus,Papouasie,199.0,2008.0,75%,France,3.0,Trinitario,Papua New Guinea
Pralus,"Sambirano Valley, Le 100%",202.0,2008.0,100%,France,3.0,Criollo,Madagascar
Pralus,Dominican Republic-Organic,280.0,2008.0,75%,France,2.0,,Dominican Republic
Pralus,"Monte Alegre, Diego Badero",280.0,2008.0,75%,France,3.5,,Brazil
Pralus,Claudio Corallo w/ nibs,162.0,2007.0,75%,France,4.0,Forastero,Sao Tome
Pralus,"Monte Alegre (Itacare), Brazil",105.0,2006.0,75%,France,3.0,Forastero,Brazil
Pralus,Tanzania,105.0,2006.0,75%,France,3.5,Criollo,Tanzania
Pralus,Sao Tome & Principe,5.0,2006.0,75%,France,3.5,Forastero,Sao Tome & Principe
Pralus,Trinidad,5.0,2006.0,75%,France,3.5,Trinitario,Trinidad
Pralus,"Madagascar, Nosy Be Isle.",5.0,2006.0,75%,France,3.75,Criollo,Madagascar
Pralus,"Java, Indonesie",32.0,2006.0,75%,France,3.5,Criollo,Indonesia
Pralus,"Barlovento, Venezuela",32.0,2006.0,75%,France,3.5,Trinitario,Venezuela
Pralus,Jamaique,32.0,2006.0,75%,France,4.0,Trinitario,Jamaica
Pralus,Equateur,40.0,2006.0,75%,France,3.0,Trinitario,Ecuador
Pralus,Vanuatu,40.0,2006.0,75%,France,3.0,Trinitario,Vanuatu
Pralus,Ghana,40.0,2006.0,75%,France,3.25,Forastero,Ghana
Pralus,Colombie,40.0,2006.0,75%,France,3.5,Trinitario,Colombia
Pralus,Fortissima,93.0,2006.0,80%,France,4.0,"Criollo, Trinitario",Ecuador
Pralus,Cuba,99.0,2006.0,75%,France,3.0,Trinitario,Cuba
Pralus,"Caracas, Venezuela and Ghana",99.0,2006.0,75%,France,3.0,"Trinitario, Forastero","Venezuela, Ghana"
Pralus,"Djakarta, Java and Ghana",99.0,2006.0,75%,France,3.5,"Criollo, Forastero","Indonesia, Ghana"
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872.0,2016.0,77%,U.K.,3.5,,Ecuador
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502.0,2015.0,70%,U.K.,3.5,Trinitario,Grenada
Pump Street Bakery,"Akesson's, batch 4411",1530.0,2015.0,74%,U.K.,3.5,Criollo,Madagascar
Pump Street Bakery,Honduras,1688.0,2015.0,80%,U.K.,2.75,,Honduras
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223.0,2014.0,75%,U.K.,2.75,Trinitario,Venezuela
Pump Street Bakery,Guantupi River,1223.0,2014.0,75%,U.K.,3.0,Forastero (Nacional),Ecuador
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223.0,2014.0,72%,U.K.,3.25,Trinitario,Madagascar
Pump Street Bakery,Guantupi River,1227.0,2014.0,85%,U.K.,2.75,Forastero (Nacional),Ecuador
Pura Delizia,Venezuela,931.0,2012.0,73%,Italy,2.75,,Venezuela
Q Chocolate,Brazil,1057.0,2013.0,75%,Brazil,3.25,,Brazil
Q Chocolate,Brazil,1057.0,2013.0,85%,Brazil,3.5,,Brazil
Q Chocolate,Brazil,1069.0,2013.0,55%,Brazil,2.75,,Brazil
Q Chocolate,Brazil,1069.0,2013.0,80%,Brazil,3.25,,Brazil
Q Chocolate,Brazil,935.0,2012.0,60%,Brazil,3.0,,Brazil
Q Chocolate,Brazil,935.0,2012.0,65%,Brazil,3.25,,Brazil
Quetzalli (Wolter),"Mexico, Lot 28022016",1796.0,2016.0,70%,Mexico,2.75,Criollo,Mexico
Quetzalli (Wolter),"Uranga, Lot 22032016",1800.0,2016.0,74%,Mexico,3.0,Trinitario,Mexico
Raaka,Amazon Basin Blend,1788.0,2016.0,70%,U.S.A.,3.0,,"Peru(SMartin,Pangoa,nacional)"
Raaka,Virunga,1708.0,2015.0,75%,U.S.A.,2.75,Forastero,Congo
Raaka,Madagascar,959.0,2012.0,75%,U.S.A.,3.25,Trinitario,Madagascar
Raaka,La Red,785.0,2011.0,85%,U.S.A.,3.5,,Dominican Republic
Rain Republic,Suchitepequez E.,470.0,2010.0,70%,Guatemala,2.75,,Guatemala
Rancho San Jacinto,Ecuador,565.0,2010.0,75%,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador
Ranger,"San Martin, Batch 2",1558.0,2015.0,70%,U.S.A.,2.5,,Peru
Ranger,"Chulucanas, Batch 1",1562.0,2015.0,80%,U.S.A.,3.25,,Peru
Ranger,"Tumbes, Batch 2",1562.0,2015.0,73%,U.S.A.,3.5,Criollo,Peru
Raoul Boulanger,Piura,1872.0,2016.0,75%,France,3.25,Criollo,Peru
Raw Cocoa,Raw,867.0,2012.0,70%,Poland,2.5,Criollo,
Republica del Cacao (aka Confecta),Esmeraldas,494.0,2010.0,75%,Ecuador,3.25,,Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439.0,2009.0,75%,Ecuador,2.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Manabi,147.0,2007.0,75%,Ecuador,3.0,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),El Oro,147.0,2007.0,67%,Ecuador,3.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Los Rios,170.0,2007.0,75%,Ecuador,3.75,Forastero (Arriba),Ecuador
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860.0,2016.0,75%,U.S.A.,3.75,,Ecuador
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466.0,2015.0,85%,U.S.A.,3.5,,Ecuador
Ritual,"Mid Mountain, 2014",1466.0,2015.0,70%,U.S.A.,3.5,Blend,
Ritual,"Toledo District, Maya",1089.0,2013.0,75%,U.S.A.,3.75,Trinitario,Belize
Ritual,"Maranon, Cajamarca",1181.0,2013.0,75%,U.S.A.,3.0,Forastero (Nacional),Peru
Ritual,Sambirano,891.0,2012.0,75%,U.S.A.,4.0,Trinitario,Madagascar
Ritual,"Camino Verde P., 2012, Balao, Guayas",967.0,2012.0,75%,U.S.A.,3.25,Nacional (Arriba),Ecuador
Ritual,Gran Couva,979.0,2012.0,75%,U.S.A.,3.5,Trinitario,Trinidad
Ritual,Costa Rica,745.0,2011.0,75%,U.S.A.,3.5,,Costa Rica
Roasting Masters,"La Dorado, light roast",1844.0,2016.0,70%,South Korea,3.25,,Costa Rica
Roasting Masters,"Tapanti, light roast",1844.0,2016.0,70%,South Korea,3.25,,Costa Rica
Roasting Masters,Maleku,1844.0,2016.0,70%,South Korea,3.25,,Costa Rica
Robert (aka Chocolaterie Robert),Madagascar,1061.0,2013.0,75%,Madagascar,3.25,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061.0,2013.0,68%,Madagascar,3.25,Trinitario,Madagascar
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923.0,2012.0,66%,U.K.,3.5,Trinitario,Grenada
Rogue,"La Masica, Batch 1, FHIA Research Center",1748.0,2016.0,75%,U.S.A.,3.75,,Honduras
Rogue,"Caranero, Choc. Garage Exclusive",1446.0,2015.0,70%,U.S.A.,3.75,,Venezuela
Rogue,"Tranquilidad, Batch 1",1566.0,2015.0,75%,U.S.A.,3.25,,Bolivia
Rogue,Porcelana,1209.0,2014.0,80%,U.S.A.,3.75,Criollo,Venezuela
Rogue,"Akessons Estate, Sambirano, 2013",1038.0,2013.0,70%,U.S.A.,3.5,Trinitario,Madagascar
Rogue,"Hispaniola, 2013",1081.0,2013.0,70%,U.S.A.,3.5,,Dominican Republic
Rogue,"Silvestre, Batch 7, 2013",1081.0,2013.0,75%,U.S.A.,4.0,,Bolivia
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193.0,2013.0,75%,U.S.A.,3.75,Trinitario,Jamaica
Rogue,"Camino Verde P., Balao, Guayas",979.0,2012.0,75%,U.S.A.,3.75,Nacional (Arriba),Ecuador
Rogue,"Silvestre, Batch 1, 2011",793.0,2011.0,75%,U.S.A.,3.0,Criollo,Bolivia
Rogue,Piura,565.0,2010.0,75%,U.S.A.,3.75,,Peru
Rogue,Rio Caribe,327.0,2009.0,70%,U.S.A.,3.5,Trinitario,Venezuela
Rogue,"Hispaniola, 2008",213.0,2008.0,70%,U.S.A.,2.75,,Dominican Republic
Rogue,Jamaica,213.0,2008.0,70%,U.S.A.,2.75,Trinitario,Jamaica
Rogue,"Sambirano, 2008",213.0,2008.0,70%,U.S.A.,2.75,Trinitario,Madagascar
Rogue,Trinidad,213.0,2008.0,70%,U.S.A.,3.0,Trinitario,Trinidad
